Mhalo Mcent_50 Mcent_16 Mcent_84 Msat_50 Msat_16 Msat_84
2021885810145.0593 36919451180.612114 32575577003.641872 40234670584.64769 2260658091.297352 1980457765.9793546 2498300332.179343
2221817905947.732 42182137771.335915 36604261987.1578 45788959456.012634 2758221622.7514424 2392085562.320402 3055020882.883696
2441520081114.6597 47953236234.114456 40860186394.327 52337513459.63072 3362986160.4719934 2888501854.206662 3732468689.582319
2682947279580.7017 54252171814.087875 45321137078.389595 60040319777.17241 4095426297.982268 3485065654.60515 4555073117.591321
2948247757898.102 61084615263.06027 49950433794.65496 69075949384.58846 4979383203.967659 4199391237.5507717 5551899169.376209
3239782200755.575 68437183854.676 54696711668.61327 79643712351.09409 6042695754.090355 5051771488.328315 6757580865.847326
3560144726715.825 76296114345.47427 59546750027.77908 91998937254.15787 7320694275.973489 6068747590.987162 8214931088.994967
3912185971083.6567 84643786474.70515 64539931685.26848 106462465840.50414 8857699850.562792 7284401166.0084305 9976621353.27588
4299038451299.845 93440017238.02753 69760684425.12613 123413995659.2907 10707366853.432243 8740297457.28098 12106417723.522736
4724144440565.87 102612909623.60245 75362176129.3424 143302126564.13828 12934643814.372492 10487169794.03668 14681516250.963135
5191286597723.16 112056447918.02682 81584442735.87042 166651550147.82257 15617584414.614046 12586824311.165306 17795138899.86177
5704621625936.552 121760301757.19447 88555778021.92197 194004086715.65277 18841074149.763626 15111453442.499163 21556101943.32257
6268717259682.02 131860175249.72855 96238867245.9714 225898663968.21243 22695886259.199223 18145289820.906887 26091111772.284615
6888592909154.377 142612797289.83807 104518792739.37393 262887451876.1667 27282842797.47426 21788635816.80633 31549796187.858402
7569764323755.576 154454813769.6601 113168711297.71674 305507617268.5464 32712046901.15035 26160796993.294334 38108354841.12437
8318292672086.074 168058004621.1914 121815205216.21297 354231727320.9231 39103091858.29156 31403566268.521214 45973988619.523865
9140838475160.316 183875821179.33365 130197445657.84653 409324780132.3422 46623961735.5313 37687682269.7107 55397975095.61643
10044720872752.941 201960115616.3045 138269399555.9442 470697187245.7121 55510751735.301674 45218806115.75464 66685512343.85239
11037982750236.648 222200397560.37958 146056865371.83398 537758289715.8262 66057022514.24196 54242425485.21303 80200067807.86655
12129462305419.951 244248743071.53683 153695682123.25598 609155004210.5745 78627854624.8693 65051154713.69594 96373607025.1213
13328871692198.344 267427120727.2054 161482047222.2842 682493464095.2563 93677545359.36174 77993672930.44092 115718559012.1068
14646883440801.959 291247623482.4755 169628572676.75024 755983215597.3269 111742455555.95045 93493106274.46883 138840425605.82245
16095225423619.922 315689932487.02435 178143923816.4243 829334472599.966 133448853414.0842 112064836644.22296 166452609933.37305
17686785211622.87 340833427521.4588 187034223419.08463 902655681330.6534 159555110314.60947 134329296747.70433 199394202964.04205
19435724749962.96 366892543868.02435 196319614510.42178 976633813375.3456 190981585325.28018 161033032170.92877 238648878920.7838
21357606373151.75 394280441823.30023 206043319347.83093 1052847287026.9668 228844206719.8008 193071933329.9501 285365854883.4623
23469531281119.82 423222523650.3859 216239889364.64395 1133069359197.2676 274439800373.00995 231449842388.68607 340897887195.3279
25790291708339.01 453467400906.52625 226915194469.07278 1218902275796.4756 329247003163.6057 277250393912.3778 406837976357.5359
28340538140030.707 484564117146.642 238083535988.67276 1312903060591.0417 394997364782.98096 331688120314.55756 485038698180.3329
31142963063377.59 515813028595.1467 249778904254.7618 1419109314708.9648 473713173510.447 396108339921.8798 577642272319.889
34222502888784.1 546191407182.8491 262067017980.91077 1543606321945.7144 567744468046.6764 471980446627.1512 687113898258.3752
37606559837913.555 575030485895.9948 274988519310.77765 1691435689611.9653 679808724476.3701 561159979146.0293 816415625424.2902
41325245772893.85 602714566961.9413 288504998198.64307 1863530241127.135 813028138138.4916 666150285608.6478 969184589353.8259
45411650136324.27 630344486117.6752 302551687063.4935 2059015368644.707 970956917386.1716 789973406655.9424 1149717827444.503
