Mhalo Mcent_50 Mcent_16 Mcent_84 Msat_50 Msat_16 Msat_84
23794456820080.367 266823428118.91678 188264954222.68066 308883086334.5268 63606843154.66375 54569893924.70358 75560443022.19397
26140434323564.414 278122558078.342 194136982222.31625 325166119139.56854 70959854947.93025 60968209632.77783 84991000896.20187
28717709834330.812 289464565234.4669 200464671640.3649 341759143159.6244 79110684076.98842 68019510304.26973 95517808996.25212
31549087820066.867 300939624612.78064 207187170120.39908 359064359426.49475 88141387254.46541 75756804144.61986 107161380898.64879
34659621119522.37 312751712429.78406 214193133876.0644 377775514283.0098 98139212512.30035 84200230595.20442 119893152742.34279
38076832617162.49 325018584055.8476 221370021856.10504 398348624487.4284 109199403219.08374 93390891319.11867 133744510244.75394
41830958773486.54 337693035819.14276 228619515040.2528 420771564731.83575 121425640588.30887 103406343942.69843 148855861072.25348
45955217165842.32 350711460136.00055 235810154716.73782 444898595807.54816 134926258960.96373 114341292049.73613 165412071356.13135
50486100407009.99 364002746737.9592 242766483005.36984 470406823787.2301 149811644346.36746 126312393090.73799 183655667580.98578
55463699042232.055 377493473534.743 249261970515.5 496734105857.36237 166190881121.88705 139464046703.44354 203905059561.20123
60932056281775.08 391106022020.28925 255128964975.69803 523523019262.80054 184182393199.12057 153918134532.98773 226463400003.45505
66939557707797.49 404764306088.2469 260345738086.21097 550935495434.0782 203919200739.26962 169737415585.85706 251558111398.36334
73539359403759.67 418418535686.2115 265003413245.87305 579391195004.9652 225534861316.57532 186951529185.103 279409985553.8169
80789858294587.38 432072496797.6717 269367657118.48523 609678049152.6381 249157503310.87903 205541151586.60135 310224926938.0724
88755208859296.17 445819227720.1246 273961196296.09464 643112556046.3708 274903706728.78546 225416512091.355 344177978414.25653
97505890788089.38 459724536407.1925 279206560191.20087 680772823029.2524 302935563302.7211 246536706545.07303 381506159065.55457
107119332606731.3 473724614025.0863 285090279388.9145 722767138481.3761 333517647594.76105 269025839734.47098 422597278434.54736
117680596786190.58 487769963690.81464 291492831924.8 768883073108.6029 366985492702.0059 293084870118.83496 467917085579.9836
