Mhalo Mcent_50 Mcent_16 Mcent_84 Msat_50 Msat_16 Msat_84
30716615732844.074 233060251268.56693 177739473958.46155 289200026941.2236 141279966223.99707 133126314341.13942 151244942405.69592
33899649507173.0 241751130777.1736 183206266037.23978 301071957029.5351 158156910073.11636 148841980196.6167 169158471006.44647
37412527691987.56 250555387120.63644 188709535969.79092 312857605831.17267 177139105937.11163 166370279466.70963 189221166663.6629
41289430677080.4 259422496433.8736 194193618765.137 324473645877.9529 198451790502.06403 185924306355.21094 211695403959.20526
45568080822364.0 268302970594.1852 199596748416.5911 335888381282.8917 222313593638.59824 207740698984.73364 236868711607.49316
50290109497347.16 277174449937.75946 204861381307.3086 347163257597.76184 248925673802.07816 232079931684.32123 265054618845.55942
55501462155367.805 286063463799.0191 209944270856.93362 358508481172.635 278453592448.3196 259226631609.93356 296591698183.1456
61252845383965.984 294980311292.0115 214808624423.52292 370095611142.927 311131316950.8113 289495580134.16614 331878266858.9208
67600220281208.625 303878528691.3089 219426761650.67862 381930988048.20667 347341002573.82556 323235295093.2546 371400528367.62006
74605346958529.27 312738636272.64746 223819409454.49188 394060587754.2317 387539007477.72314 360821776142.7251 415716734377.2162
82336385468107.23 321599999393.96735 228091735804.83063 406618003015.2221 432268845136.4736 402654101455.1107 465466618237.02576
90868559001824.62 330586692954.41626 232464394790.63818 419854822851.75916 482180031254.4635 449153158256.5302 521379089242.39856
100284885814746.84 339738689581.4948 237049039602.03052 433872659479.1355 537976189392.6558 500843371573.104 584212809368.6981
110676986994751.72 348985454907.3357 241805365515.99097 448562581237.23065 600416753421.1243 558379555305.562 654735960254.9985
122145977937935.92 358252925039.3785 246666244448.90454 463735304121.44055 670368841753.5491 622523940430.7454 733738973625.7142
134803452203863.78 367476251214.574 251532616823.65094 479094925899.0707 748825114105.0024 694168962086.7852 822002190075.3127
148772567323607.6 376609212875.70044 256275315669.93417 494241522484.00806 836906022334.3373 774351401018.203 920293572175.8164
164189243125502.66 385591390994.17224 260823392746.44482 508962955924.03015 935742594824.8243 864159995015.2902 1029690904636.0685
