Mhalo Mcent_50 Mcent_16 Mcent_84 Msat_50 Msat_16 Msat_84
7481135381532.591 154675687038.02713 132437695053.16307 175538878732.49298 59290522935.255135 50121276533.29418 67182732340.17473
8222412708241.232 168747804968.61063 143002593924.78372 191972255591.13693 69552370958.6222 58560770330.958176 79110800528.27614
9037140393360.543 183841024706.73917 154060492795.02945 210170246324.64136 81498989766.72575 68371325136.605675 93166670025.34004
9932596354285.637 199961182258.34195 165646847996.09467 230220944560.3614 95354176044.90715 79709181025.70915 109662094502.282
10916779649638.928 217086213976.2469 177829122214.3895 252151061424.90463 111346764611.49751 92717223191.06668 128925671498.27898
11998481934418.84 235157480241.56055 190728211217.45844 275902548769.4434 129700142212.81766 107510128052.95215 151293746902.03064
13187365995368.137 254068432198.53748 204543614949.08798 301293842373.56854 150616743355.05026 124152538363.49321 177094861163.89407
14494052068113.996 273743606986.9079 219418951501.03583 328203632779.0738 174370033683.3008 142754444820.3717 206744107712.58228
15930212707146.084 294223514977.2745 235303736590.51416 356759803841.2741 201397608564.83463 163566478097.53662 240837481576.48123
17508677056100.846 315620171232.8245 252060722471.129 387186031036.31586 232225433210.8288 186887770416.41544 280070648502.4784
19243545449792.703 338152004819.5331 269443619755.86462 419830103016.49347 267476794769.00504 213065013898.05005 325242308397.5733
21150315371726.164 362197740102.2547 287056298924.8752 455221452340.6251 307891464205.4495 242501945307.1133 377265228189.80005
23246019892259.25 388075380413.32025 304565222183.897 493869117102.3599 354297037555.8379 275705250331.3893 437174136338.32935
25549379824080.15 415767482826.2862 321969283065.1086 536011254826.70825 407570387053.2615 313343011211.8449 506131020309.713
28080970954192.535 445141280672.2672 339438226424.1659 581839039310.9451 468683860790.6567 356254690635.93176 585430379070.8451
30863407846283.973 475934516881.7019 357380500107.9818 631502344794.831 538707800837.811 405499236364.21106 676496072982.1182
33921545855373.844 507705507597.3319 376565286338.9223 685085231470.8486 618801898452.7633 462417998609.23956 780869442450.7024
37282703159326.39 540051537899.7139 397695913413.4195 742665433671.9866 710243432474.6428 528382573362.7996 900317046567.555
40976904790624.016 572942595010.9108 420762279769.2209 804406450137.2336 814462594154.9756 604406184580.2867 1036981817958.9182
