Mhalo Mcent_50 Mcent_16 Mcent_84 Msat_50 Msat_16 Msat_84
1670673216722.3428 42719465165.260445 39009275368.531975 47943058559.621155 7324262058.254679 6804477002.2372675 8260214930.416371
1855269077136.3416 47296009744.52852 43140762645.62871 53241148324.29321 8503951666.890033 7951644991.195936 9573784537.997185
2060261285166.9153 51587061526.435104 47106087863.63579 58027773316.75155 9775936361.597952 9184706433.288534 10977939565.747826
2287903472044.832 55489014396.56954 50834116818.674515 62131224737.533005 11145304049.669317 10504106221.596031 12474735569.576008
2540698277000.6846 58974290389.690956 54286398943.10879 65532215191.91199 12628892470.247625 11921744666.853529 14081701986.195406
2821424860632.3003 62096129708.67916 57471116189.30696 68348097407.863014 14252817116.403427 13456602960.276953 15828136059.82493
3133169458276.379 65044447319.05061 60478642333.10435 70922835535.4979 16057204504.524208 15138603230.058205 17761391305.34222
3479359309280.3247 68029413151.3205 63415129288.22693 73630912874.09506 18083675685.658596 16999904125.636063 19931342135.235203
3863800335183.7173 71052237983.94905 66270610261.84418 76492383648.88565 20351098791.954163 19057820924.395218 22360126423.608948
4290718981033.8184 74088936670.53804 69038355025.0528 79465644409.08463 22870337594.288776 21327144616.954353 25061910752.854076
4764808679827.509 77121051329.50621 71747159640.13055 82481772270.4166 25642490574.95317 23820901134.67666 28042086350.49378
5291281450897.872 80140043685.35013 74473043269.89735 85441689983.95053 28656865177.636814 26550216272.41799 31295377684.73453
5875925199504.429 83123807654.01282 77237371074.39185 88289094926.12425 31925163995.6383 29537156800.216778 34838150263.245415
6525167347564.245 86042695156.39616 80011862557.92876 91020806952.93625 35484102346.42582 32816862486.207664 38710864815.478874
7246145495063.385 88879804480.62473 82767252320.6903 93677307186.15477 39386765254.68472 36436260819.84302 42969850814.16226
8046785888982.233 91644355561.33383 85478140433.4965 96372337937.50441 43710713615.84947 40459382965.85987 47694836912.72302
8935890562401.3 94357951053.05592 88123783023.60545 99242131259.69267 48545072141.32914 44955632429.28483 52975116544.07714
9923234101772.756 97005442845.80804 90684496744.40167 102287823692.08879 53949543373.06409 49965310831.00255 58867156497.63704
11019671106191.861 99580682764.03978 93159611988.94838 105470457388.2545 59979184936.12601 55515351330.930855 65417419411.45046
12237255520047.25 102109066083.62856 95586138055.41087 108723743629.18327 66687258135.29739 61616273602.120834 72662325778.75902
13589373150963.041 104662420185.39485 98055134373.3363 111948288209.68665 74122149953.2569 68256517652.90085 80623831843.04494
15090888829900.164 107282307338.51497 100613592201.08827 115080393816.58006 82337474425.78285 75460236526.00269 89353164740.2919
16758309831257.057 109971766578.58545 103249245311.70181 118114332265.34647 91391162319.56265 83303317231.87898 98942413845.3799
18609967349568.37 112748261360.3327 105948584810.59444 121086556191.07262 101334310257.2314 91894163808.25351 109508806129.88911
20666218027908.496 115655995292.55688 108701025786.79706 124104268682.64966 112204624264.55585 101389369267.51164 121204895575.70529
22949667753552.195 118749704150.06209 111496209771.90744 127320919999.38477 124040954748.62592 111973329850.3677 134203551781.73337
25485420181243.41 122016316188.29639 114308178121.35735 130787780470.8973 136944253287.32436 123754903108.05177 148625216955.5689
28301352716271.76 125408845171.17358 117106694880.07144 134541920313.43619 151060540100.65063 136812905331.68385 164566741475.89346
31428422991444.85 128849837765.05368 119864006061.23863 138639248775.9815 166589671094.40933 151200186867.7365 182100429437.68307
34901009207283.383 132223104196.5477 122560360272.83922 143160817034.1144 183805206760.97192 166930202203.83447 201261584607.17758
38757288077052.38 135449292848.44417 125173841167.95186 148150017579.26056 202963946033.75632 184064370987.56516 222148060629.24243
43039654531656.13 138529816631.98105 127681570545.73769 153577074601.58795 224266398417.47046 202756200015.05756 244973880857.76843
47795187798526.24 141525171399.19785 130081904442.09663 159359685507.55545 247918321921.6309 223208256816.47098 270029324595.43857
53076168978452.53 144591953911.7834 132413057119.9841 165337470151.13348 274127152773.13403 245692753090.1752 297714286031.45465
58940655810460.305 147956040513.67273 134747131568.83434 171298827448.48618 303103246128.967 270536290308.1432 328517067924.64575
65453120943553.72 151644297603.64923 137091115245.49187 177199799832.11655 335090898771.8143 297965061214.5874 362783428267.40625
72685160732316.83 155581596260.26688 139437060999.27325 183105987251.6817 370349143592.49146 328159829022.484 400801987209.3518
80716282348688.06 159621740167.05698 141792059272.16827 189195741743.99557 409137582310.14764 361271887340.0009 442831380623.67053
89634777863213.1 163518104438.46866 144188423647.34668 195818683102.7328 451708049500.60095 397403832951.55536 489074328852.0655
99538694905194.02 167079579976.02625 146645190175.67807 203251543575.9241 498355253853.3507 436721808333.1935 539831030648.2307
110536914572926.78 170303733229.37637 149138794399.6135 211502731032.10333 549460008389.55585 479551834928.93024 595629243628.9983
122750348444291.27 173289965056.2609 151638264946.9506 220500364244.33813 605462141538.7941 526320606092.3071 657138742372.7
136313267847312.95 176293987447.1952 154108303555.0845 230067064637.25342 666878336193.5015 577596949691.2344 725220063302.0216
151374780004361.28 179715531761.17355 156512895122.10074 239924250792.3111 734316775919.296 634102130653.1329 800929616260.147
168100467278324.97 183646862728.99042 158828102018.05188 249949902934.508 808435071546.9701 696480451911.8163 885209374761.8394
186674207542213.75 187985203407.54028 161049882648.86966 260111807805.70773 889991582163.5703 765398111921.8645 978991923408.1274
